ProductID,Name,Color,SafetyStockLevel,ListPrice,Size,Weight,ProductLine,ProductSubcategoryID,ProductModelID,SellStartDate,SellEndDate
1,Adjustable Race,,1000,0,,,,,,2008-04-30 00:00:00,
2,Bearing Ball,,1000,0,,,,,,2008-04-30 00:00:00,
3,BB Ball Bearing,,800,0,,,,,,2008-04-30 00:00:00,
4,Headset Ball Bearings,,800,0,,,,,,2008-04-30 00:00:00,
316,Blade,,800,0,,,,,,2008-04-30 00:00:00,
317,LL Crankarm,Black,500,0,,,,,,2008-04-30 00:00:00,
318,ML Crankarm,Black,500,0,,,,,,2008-04-30 00:00:00,
319,HL Crankarm,Black,500,0,,,,,,2008-04-30 00:00:00,
320,Chainring Bolts,Silver,1000,0,,,,,,2008-04-30 00:00:00,
321,Chainring Nut,Silver,1000,0,,,,,,2008-04-30 00:00:00,
322,Chainring,Black,1000,0,,,,,,2008-04-30 00:00:00,
323,Crown Race,,1000,0,,,,,,2008-04-30 00:00:00,
324,Chain Stays,,1000,0,,,,,,2008-04-30 00:00:00,
325,Decal 1,,1000,0,,,,,,2008-04-30 00:00:00,
326,Decal 2,,1000,0,,,,,,2008-04-30 00:00:00,
327,Down Tube,,800,0,,,,,,2008-04-30 00:00:00,
328,Mountain End Caps,,1000,0,,,,,,2008-04-30 00:00:00,
329,Road End Caps,,1000,0,,,,,,2008-04-30 00:00:00,
330,Touring End Caps,,1000,0,,,,,,2008-04-30 00:00:00,
331,Fork End,,800,0,,,,,,2008-04-30 00:00:00,
332,Freewheel,Silver,500,0,,,,,,2008-04-30 00:00:00,
341,Flat Washer 1,,1000,0,,,,,,2008-04-30 00:00:00,
342,Flat Washer 6,,1000,0,,,,,,2008-04-30 00:00:00,
343,Flat Washer 2,,1000,0,,,,,,2008-04-30 00:00:00,
344,Flat Washer 9,,1000,0,,,,,,2008-04-30 00:00:00,
345,Flat Washer 4,,1000,0,,,,,,2008-04-30 00:00:00,
346,Flat Washer 3,,1000,0,,,,,,2008-04-30 00:00:00,
347,Flat Washer 8,,1000,0,,,,,,2008-04-30 00:00:00,
348,Flat Washer 5,,1000,0,,,,,,2008-04-30 00:00:00,
349,Flat Washer 7,,1000,0,,,,,,2008-04-30 00:00:00,
350,Fork Crown,,800,0,,,,,,2008-04-30 00:00:00,
351,Front Derailleur Cage,Silver,800,0,,,,,,2008-04-30 00:00:00,
352,Front Derailleur Linkage,Silver,800,0,,,,,,2008-04-30 00:00:00,
355,Guide Pulley,,800,0,,,,,,2008-04-30 00:00:00,
356,LL Grip Tape,,800,0,,,,,,2008-04-30 00:00:00,
357,ML Grip Tape,,800,0,,,,,,2008-04-30 00:00:00,
358,HL Grip Tape,,800,0,,,,,,2008-04-30 00:00:00,
359,Thin-Jam Hex Nut 9,,1000,0,,,,,,2008-04-30 00:00:00,
360,Thin-Jam Hex Nut 10,,1000,0,,,,,,2008-04-30 00:00:00,
361,Thin-Jam Hex Nut 1,,1000,0,,,,,,2008-04-30 00:00:00,
362,Thin-Jam Hex Nut 2,,1000,0,,,,,,2008-04-30 00:00:00,
363,Thin-Jam Hex Nut 15,,1000,0,,,,,,2008-04-30 00:00:00,
364,Thin-Jam Hex Nut 16,,1000,0,,,,,,2008-04-30 00:00:00,
365,Thin-Jam Hex Nut 5,,1000,0,,,,,,2008-04-30 00:00:00,
366,Thin-Jam Hex Nut 6,,1000,0,,,,,,2008-04-30 00:00:00,
367,Thin-Jam Hex Nut 3,,1000,0,,,,,,2008-04-30 00:00:00,
368,Thin-Jam Hex Nut 4,,1000,0,,,,,,2008-04-30 00:00:00,
369,Thin-Jam Hex Nut 13,,1000,0,,,,,,2008-04-30 00:00:00,
370,Thin-Jam Hex Nut 14,,1000,0,,,,,,2008-04-30 00:00:00,
